租赁方式,户型,面积,装修,朝向,高低,楼层,小区名,区域,次级区域,详细地址,详情,亮点,描述,URL,价格,周期,押金
整租,2室1厅1卫,65,精装修,南,低层,6层,中关园,海淀,北京大学,"
                                成府路                            ", 床 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 , 配套齐全 精装修 ,房源描述房源描述【可一家人居住，亦可几个附近工作的同事合住！】 1【户型及装修】： 中关园小区 此房是正规的两居室，户型方正南北通透，卧室一南一北客厅居中，中间楼层不临街，安静不吵。 卧室内四白落地，地面为实木地板，高端上档次满足您的生活品质。厨房卫生间朝北，明厨明卫，干净亮堂。厨房是新作的整体橱柜使用不到半年。卫生间采用干湿分离的设计，非常便利 2【地理位置】： 此房处于中关村挨着科源社区 中关园 两居室，紧邻中关村步行5min即可到达。4北大东门站，出行方便陪读便利，是居家的不二之选。 3【家具家电】： 屋内家具家电齐全，两间卧室配有1.8米双人床，空调、衣柜、电视。厅内有冰箱，卫生间有全自动洗衣机，厨房电器齐全。您可直接。如您想自带家具家电，也可根据您的需求挪走不需要的物件。 4【租期灵活】： 此房租期灵活，可根据租户需求*租期时间。可长租，可 短 租，房东另有房子居住，所以不必担心租期的问题。 5【房东要求】： 可一家人居住亦可几个同事合租，希望租户爱护房屋稳定不扰民，随时可看房，随时可入住！ ,https://bj.58.com/zufang/37404338814496x.shtml,6500,元/月,押一付三
整租,2室1厅1卫,70,精装修,南,高层,6层,罗庄南里,海淀,知春路,"
                                知春路                            ", 床 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 , 配套齐全 精装修 ,房源描述	1、成熟小区，环境好，安全、放心；2时保安，让您放心居住	2、家具家电设备齐全，，直接环境优美；	3、出行方便，公交路线四通八达。西直门大钟寺西土城知春路；	4、购物方便，周边有物美等，枫蓝国际购物中心等；	5、采光好，户型正，看房随时，业主诚心出租 现在市场比较好，好房子是不等人的，您多犹豫1，可能已经被别人租了，随时电话*  	锦秋家园店的置业顾问金磊，主要服务知春路56号院，52号院荣上居，，北航，罗庄，首都家属楼，太月园，知春嘉园，宏嘉，锦秋，蓟门里一片，明光小区。真诚的服务才能为客户找到满意房源！	价格还能商量，房东诚意出租，只要你看上房子，给个价格行，我去和房东谈，、支付宝芝麻信用让您资金更灵活，700分以上可以压零付一 700分以下可以押一付毛；有问题您可以随时来电话*，或者****	照片是我实地拍摄，，有些照片拍摄时间较早，当时有人在房子里住，物品多而乱，现再都已收拾干净，整齐利落，您住之前也会做一次保洁。金磊；	给您*的房源都是正规，房东在我公司留房本复印件和出租房委托书，不用担心租房租到二房东和小中介公司的房子，让您收损失，您可以放心，金磊。  我负责大半个海淀区，包括商铺，底商，写字楼，居民楼，我的房源不止我店铺里的几十条信息，有的房东因为工作原因 或房子还不到期，没有在写委托书和留复印件，可以给我打电话，把您的需求告诉我，我给您匹配合适 的房源。                       ,https://bj.58.com/zufang/37217271808770x.shtml,7300,元/月,押一付三
整租,2室1厅1卫,110.75,精装修,南,低层,20层,舒至嘉园,海淀,交通大学,"
                                交大东路                            ", , 精装修 ,房源描述正规两居，南向采光好南向正规两居，户型方正,https://bj.58.com/zufang/37333347206811x.shtml,12000,元/月,押二付三
整租,3室2厅1卫,151.13,精装修,西南,共1层, ,万地名苑,海淀,五棵松,"
                                西四环中路39号                            ", 冰箱 , 精装修 ,"房源描述价格优势目前房子有租户，可以提前看房，居家办公，房价可以根据实际情况作为调整。

户型优势客厅朝西带阳台，两个卧室朝西，两个卧室朝南，一个带阳台，明厨明卫，家具电器全，房子利用合理，居家办公。

其他亮点万地名苑小区，位于五棵松地铁西北角，步行可以到达，建筑风格现代简约，人车分流，周边交通便利，五棵松地铁，公交齐全，生活配套齐全，蓝色港湾购物商城，耀莱影城，篮球馆等，物业管理有序。

出租原因本人做房产多年，一直本着专业的房产知识，为您服务，我会在短的时间内帮您买好满意的房子，不让您错失任何好房子，更不让您每天为买房的事烦心，欢迎随时拨打我电话。
                     ",https://bj.58.com/zufang/37411868508308x.shtml,15000,元/月,半年付不押
整租,1室1厅1卫,55,精装修,南,中层,28层,富润家园,海淀,学院路,"
                                学院路6号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,"房源描述房源详情
小区详情
房屋亮点临地铁 朝南 精装修
房源描述1、房屋特点：小区紧邻地铁站，步行至公交车站站仅需三分钟分钟，到地铁仅需五分钟，本小区经典户型，干净舒适，温馨大方，集中供暖居住舒服;
2、交通方便：附近公交地铁四通八达
3、小区环境：绿化率很高，且小区周边配套设施齐全（有菜市场，超市发，美食广场，等，小区附近有幼儿园，小学，周边有各大银行等）
4、随时看房：您只需提前一小时给我电话，即可带您去看房；
5、家电齐全：业主自用的全套家具家电，房间带有空调，厨房可做饭，卫生间可洗澡，随时可以拎包入住；
6、任何东西损坏，我公司承诺免费上门维修。或者更换，如未维修我公司承诺赔偿客户的损失。
7、保洁服务：入住前专业消毒保洁，
8、配备全新家具；精装修拎包入住；
9、生活家电一应俱全：品牌空调、洗衣机、冰箱、电热水器；
10、一屋一锁，安全无忧",https://bj.58.com/zufang/37388450542999x.shtml,5700,元/月,押一付三
整租,1室1厅1卫,57.1, ,东北,中层,9层,高巢小区,海淀,清河,"
                                龙岗路35号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 有阳台 首次出租 随时看房 ,"出租要求

租户稳定
作息正常
半年起租
",https://bj.58.com/zufang/36164923096972x.shtml,5500,元/月,押一付三
整租,1室1厅1卫,80, ,南,共4层, ,碧桐园(商住楼),海淀,田村,"
                                暂无信息                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 配套齐全 有阳台 随时看房 ,"出租要求

租户稳定
一年起租
一家人
作息正常
",https://bj.58.com/zufang/24260880902070x.shtml,5800,元/月,押一付三
整租,2室1厅1卫,98.07,豪华装修,南北,中层,20层,藤花紫院,海淀,牡丹园,"
                                龙翔路19号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 ,房源描述 此房的房源编号为：FY0034963044，可登录*官网或拨打我要屋热线查询，*全心全意为客户服务！  1.【地理位置】此房位于健德门站附近，出门附近既是公交车站， 多路公交车，为您的出行提供了多种选择也提供了便利 2.【房屋情况】房子精装修，家具家电齐全，干净整洁，中间层，房子可以长期出租，希望有缘的您能喜欢这房子，温馨舒适，随时入住 3.【温馨提醒】因网站房源发布数量有限，如您在本网店内未找到合适房源，也可来电告知需求，本人将尽全力为您寻找理想家园，您的满意是我的服务宗旨，本小区还有多套一居，两居，三居，帖子数量有限不能显示，还请原谅 4.【欢迎莅临】对于您的到来，深感荣幸我从事房地产经纪行业多年，扎实的知识基础，是我赢得客户的基础热情诚信的服务态度，让我和客户成为了要好的朋友 当您为了租房而头疼的时候，您不妨拿起手机，发个信息，或者打个电话，也许，经过我们的沟通，您会更加的清晰明了您的真正需求相信我的经验，能给您提供专业和真诚的服务 我真心的希望能用我的真心换取您的信心，助您找到适合您的房子   我是来自*牡丹园店的置业顾问，从事房地产经纪行业多年，主要服务【牡丹园东里，牡丹园西里，龙翔路，华盛家园，中鑫嘉园，都景苑，花园北路丙乙28号院，花园路，金尚嘉园，北太平庄，马甸，月季园，华严北里，庚坊国际，裕中，健翔桥，二里庄，学院路，北航，蓟门桥，知春里，罗庄，华严，有研宿舍，塔院】等小区。客户满意，是我的职业追求，我相信，拥有专业的知识及真诚的服务才能为客户找到满意房源！,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33d4EE0Lh4a-XZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0Q2ejia-vOIgoRvRmADliU7yBP1ZKMCGY0LmKSbx8yN7Bx8tgUQ1vk6eEvZYetOdm63BuhRypVvZ4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjMMcVfpJuI_Utgae7__CfVkgnTnuV4ut2oMzJts5psgWZGAfLB2zanA&pubid=63895929&apptype=0&psid=154621517203461683761978355&entinfo=37388140517522_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,13600,元/月,押一付三
整租,1室1厅1卫,65,精装修,南,高层,19层,中湾国际,海淀,中关村,"
                                彩和坊西小街1号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 精装修 ,房源描述【房源亮点】：房子装修的好，干净整洁，温馨舒适；【交通出行】：地铁苏州街，中关村，海淀黄庄，公交十分便利。【周边配套】：，，公交，，菜市场。【小区信息】：楼盘新，楼内设施齐全。【负责范围】：苏州街、中关村、双榆树、苏州桥、万柳、西苑、海淀黄庄 等区域【高端公寓】：艾瑟顿国际公寓、艾丽华纽约客、中湾国际、新中关、远中悦莱酒店公寓、酒店公寓【人民周边】：倒座庙1号院、倒座庙、海淀南路、海淀南路24号院、苏州街77号院、万泉庄1号院，万泉庄，小南庄，王公坟、飞达社区、紫金庄园【八学周边】：紫金长河（倒座庙一号院）、稻香园南区、稻香园北区、稻香园西里、海淀南路、海淀南路30号院、八学家属院【北大101周边】：芙蓉里、蔚秀园、畅春园、承泽园【办公房源】：银丰大厦、沁园公寓、西屋国际、、长远天地、左岸工社、理想大厦本人从事经纪行业多年，今为止已为658个家庭提供置业服务客户满意，是我的职业追求，如果您是一个诚心租房，建议您给我打电话，本人对周边有非常扎实的专业知识，很高的匹配房源能力如果您没看到您满意的房子没关系，欢迎您来电，因为发帖有限，这里有好多房源没有发布，相信我这里一定会有您满意的房子！,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33v--f4thzglfZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TI-q4dVCB7-g63_rRlNRWQyBP1ZKMCGY1B4MwXvePomAqbyX4K5q18eEvZYetOdm7tUgy8gGYBrIukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjYZliTEJshoqo6-najFH2PkgnTnuV4ut2oMzJts5psgWsF5zmZtTCDw&pubid=63799497&apptype=0&psid=159822539203461688152460654&entinfo=37372206915618_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,6500,元/月,押一付三
整租,2室1厅1卫,76.59, ,东,低层,20层,育新花园,海淀,西三旗,"
                                西三旗东路                            ", 床 衣柜 沙发 冰箱 洗衣机 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 有阳台 首次出租 随时看房 ,"出租要求

一家人
租户稳定
作息正常
半年起租
",https://bj.58.com/zufang/37393633267463x.shtml,6500,元/月,年付
整租,2室1厅1卫,78,精装修,南北,中层,16层,永旺家园五区,海淀,西北旺,"
                                永丰路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述交通状况：紧邻地铁16号线永丰南站       公交 ：365路、384路、438路、570路、575路、902路、快速直达专线98路、运通123线。  商业配套：大型超市， 审美造型， 金象药房， 健身房，鲜花，烟酒超市，稻香村，红英小学，幼儿园等。,https://bj.58.com/zufang/37377672022803x.shtml,5700,元/月,押一付三
整租,3室1厅1卫,74.18,精装修,南北,高层,6层,东王庄小区,海淀,五道口,"
                                学院路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 精装修 ,房源描述【优质房源】房子是精装修的，保持的也非常好。【家电齐全】家电家具齐全，性价比高，看房方便。【真实照片】所有图片都是本房真实图片，感兴趣的话欢迎随时来电。【交通便利】小区门口多路公交车经过，地铁沿线，出行非常方便。【配套设施】周边生活配套设施齐全，学校，幼儿园，医院，大型超市等应有尽有。,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33cWu4EkiqKNXZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0QChxm7TVheFrjwj1JtoBTgyBP1ZKMCGY1p4JF21DaR9bIVay7lRCECeEvZYetOdm5tsyc9RWR2I4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj31QS2donvHfM5TIO3JNknEgnTnuV4ut2oMzJts5psgXyCqTYa0pzSw&pubid=63807012&apptype=0&psid=186399509203461696397952926&entinfo=37347028213393_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,9500,元/月,面议
